X,Y,OBJECTID,NAME,ADDRESS,UNIT_SUITE,ZIP_4,CONTACT,SEC_NAME,NAICS,CENSUS_TRACT,WARD
-77.0408959964243,38.8965487910386,304,AMERICAN INSTITUTE OF ARCHITECTURE STUDENTS INC,1735 NEW YORK AVE NW,,20006-5209,,,813920,010800,2
-77.043911487725,38.9405180794053,305,THEATRE DOWNTOWN INC,4018 ARGYLE TER NW,,20011-5301,,,813219,002600,4
-77.0321880559746,38.9801700331374,306,CARLA FURSTENBERG COHEN LITERARY PRIZE INC,1322 HOLLY ST NW,,20012-1508,DAVID COHEN,,710000,001600,4
-77.0100112660891,38.8834228398087,307,CAPITAL CONCERTS INC,499 S CAPITOL ST SW,504,20003-4032,,,711130,010500,6
-77.0375300127346,38.9021914077199,308,GREEN FESTIVALS INC,1612 K ST NW,600,20006-2810,ALISA GRAVITZ CO-OP AMERICA FOUND,,713990,010700,2
-77.0355112080097,38.9065101932939,309,NATIONAL MUSEUM OF CATHOLIC ART AND LIBRARY,1500 MASSACHUSETTS AVE NW,122,20005-1814,,,712110,010100,2
-77.0360822908974,38.9008902461252,310,INSTITUTE FOR ASIAN PACIFIC AMERICAN LEADERSHIP & ADVANCEMENT,815 16TH ST NW,,20006-4101,,,710000,010100,2
-77.054699381208,38.9161745930741,311,CAPITOL HISTORIC TRUST INC,2424 TRACY PL NW,,20008-1627,MARIO LEONEL,, ,004100,2
-77.0462525737052,38.9188177735813,312,FILM ODYSSEY INC,2220 20TH ST NW,6,20009-5006,,,512110,004001,1
-77.0324058187709,38.9174518165584,313,LATINO GLBT HISTORY PROJECT,2000 14TH ST NW,105,20009-4473,JOSE GUTIERREZ,,710000,004300,1
-77.0405963728383,38.9295100505615,314,MANCHESTER STRING QUARTET INC,1748 KENYON ST NW,,20010-2617,,,711130,002702,1
-77.0762983872176,38.9652845391554,315,AVALON THEATRE PROJECT INC,5612 CONNECTICUT AVE NW,,20015-2604,ROBERT ZICH CHAIR,,711100,001100,3
-77.0797363369249,38.9572191321571,316,MUSEUM FOR BLACK INNOVATION & ENTREPRENEURSHIP,3973 HARRISON ST NW,,20015-1937,WILLIAM R WHITMAN,MBIE,712110,001100,3
-77.0835089360835,38.9583726192765,317,PICTURES ON SILENCE,5233 43RD ST NW,,20015-2005,NOAH GETZ,,711130,001100,3
-77.0323252908547,38.9659476127081,318,DAY EIGHT,1366 SHERIDAN ST NW,,20011-1131,ROBERT BETTMANN,,511100,001804,4
-77.0807764246276,38.9516994103449,319,CHILDRENS ART STUDIO,4723 WISCONSIN AVE NW,,20016-4609,,,813219,001100,3
-77.0304651598682,38.8964246889675,320,NATIONAL THEATRE CORPORATION,1321 PENNSYLVANIA AVENUE NW,,20004-1711,,,711100,005800,2
-77.0293366248431,38.8987127421409,321,THE ROYAL AIR FORCE MUSEUM AMERICAN FOUNDATION INC,ONE METRO CENTER,,20005-0000,WILL GILDNER,,813219,005800,2
-77.0212673646362,38.8959568493347,322,THE SOUTH ASIAN PERFORMING ARTS NETWORK AND INSTITUTE,616 E ST NW,446,20004-2282,SEJAL C SHAH,SAPAN INSTITUTE,711100,005800,2
-77.0148568206559,38.8977414970017,323,TOSCANINI NEW SYMPHONY ORCHESTRA,595 1/2 3RD STREET NW,,20001-0000,IVAN BUTINA,,711130,005900,2
-77.0003916387267,38.8888607279903,324,AMERICAN HISTORICAL ASSOCIATION,400 A ST SE,,20003-3807,,,712120,006600,6
-77.0228592459719,38.8928537058368,325,FOUNDATION FOR THE NATIONAL ARCHIVES,700 PENNSYLVANIA AVE NW,G 12,20408-0001,,,813219,006202,2
-77.0259902482823,38.8888161278704,326,SMITHSONIAN INSTITUTION OFFICE OF THE COMPTROLLER,1000 JEFFERSON DR SW,,20560-0008,CASH MANAGEMENT OFFICE CMO,,712110,006202,2
-77.0545580452345,38.8990485255698,327,INTERNATIONAL CHILD ART FOUNDATION,2540 VIRGINIA AVE NW,,20037-1904,,ICAF,813219,005600,2
-77.0227698058347,38.9369417809041,328,THE HOWARD THEATRE PRESERVATION PROJECT,737 ROCK CREEK CHURCH ROAD NW,,20010-1656,TIMOTHY A JONES,,711110,002400,4
-77.0337280408396,38.9580832796321,329,HERITAGE SIGNATURE CHORALE,5614 14TH ST NW,,20011-6804,DANA M ANDERSON,,711130,002001,4
-77.0249457294428,38.9171715965179,330,HUMANITIES COUNCIL OF WASHINGTON DC INC,925 U ST NW,,20001-4019,,,710000,004400,1
-77.0470690418522,38.9183791922437,331,ARTS AMERICA,2101 CONNECTICUT AVE NW,26,20008-1754,ARTS AMERICA,T A ARTS AMERICA,710000,004001,1
-77.0159646822568,38.8984738208691,332,JEWISH HISTORICAL SOCIETY OF GREATER WASHINGTON INC,701 4TH ST NW,200,20001-2788,JONATHAN GROSSMAN,, ,005900,2
-77.0273006815066,38.8981484113339,333,MORALITY IN MEDIA INC,1100 G ST NW,1030,20005-7404,,,813219,005800,2
-77.0473088410153,38.9122214469939,334,INTERNATIONAL ARTS AND ARTISTS INC,9 HILLYER COURT NW,2nd Floor,20008-1930,DAVID FURCHGOTT,,712110,005500,2
-76.9413272669055,38.890970889963,335,AFRICAN AMERICAN MUSIC ASSOCIATION INC,4212 E CAPITOL ST NE,,20019-4407,N SALEEM HYLTON,,710000,009603,7
-77.0343357024248,38.8981504289156,336,TREASURY HISTORICAL ASSOCIATION,1500 PENNSYLVANIA AVE NW,,20220-0001,ROOM 2044 MAIN TREASURY BLDG,, ,006202,2
-77.0864398929297,38.9562256206341,337,POST CLASSICAL ENSEMBLE INC,5104 44TH ST NW,,20016-4039,ANGEL GIL-ORDONEZ,,711130,001001,3
-77.0441885609662,38.9070352128902,338,PUBLIC RADIO SATELLITE INTERCONNECTION SYSTEM CHARITABLE,1920 N ST NW STE,300,20036-1622,HENRY GELLER TRUST,,813219,010700,2
-77.0432059041394,38.9241261050168,339,COMMUNITY HELP IN MUSIC EDUCATION CHIME,1789 LANIER PL NW,3,20009-2136,DOROTHY MARSCHAK,,611610,003900,1
-77.042188119319,38.9045037947549,340,THE FILM COMPANY,1150 18TH ST NW,800,20036-3845,SKDKNICKERBOCKER LLC,,512110,010700,2
-77.006977382074,38.9574257393013,341,AFRICAN AFFAIRS INC,25 LONGFELLOW ST NE,,20011-2441,DR CHARLES C ELEGALAM,,510000,009505,4
-77.0651038146594,38.9033761457942,342,NATIONAL MALL CONSERVANCY,1000 POTOMAC STREET NW,,20007-3501,W KENT COOPER,,712110,000202,2
-76.9959133583932,38.9480374558243,343,DC AREA WRITING PROJECT,733 DECATUR ST NE,,20017-2346,PAULINE BAKER,,710000,009509,5
-77.002769787136,38.889440835285,344,PEN FAULKNER,201 E CAPITOL ST SE,,20003-1004,EMMA SYNDER,,710000,006600,6
-77.0542102655802,38.9049775387053,345,DC JAZZ FESTIVAL,2550 M STREET NW,,20037-1301,,,713990,005500,2
-77.073580849089,38.9087972057869,346,NATIONAL THEATRE WORKSHOP OF THE HANDICAPPED INC,3700 O STREET NW WOLFINGTON HALL,,20057-0001,ROBERT OKULOSKI GIBNEY ANTHONY&FL,,611610,000201,2
-77.0767900021008,38.9387858337876,347,A THOUSAND SUNS FOUNDATION,3860 RODMAN ST NW,A223,20016-2826,KATHERINE LEIKEN,,512110,001002,3
-77.0316626975003,38.9100391487132,348,STUDIO THEATRE INC,1501 14TH ST NW,,20005-3706,,,711110,005001,2
-77.0398354878352,38.9021835277109,349,ROSTROPOVICH ORCHESTRA ENDOWMENT FUND,1700 K ST NW,300,20006-3807,,,813219,010700,2
-77.0511002012994,38.9040269375452,350,WEST END LIBRARY FRIENDS,1101 24TH ST NW,,20037-1430,C/O WEST END LIBRARY,,514120,005500,2
-77.0031576778447,38.8924632252596,351,UNITED STATES CAPITOL HISTORICAL SOCIETY,200 MARYLAND AVE NE,403,20002-5724,,, ,008200,6
-77.0703098685473,38.9134538317878,352,DUKE ELLINGTON SCHOOL OF THE ARTS PROJECT,3500 R STREEET NW,100,20007-2326,MR RORY PULLEMS,,611610,000300,2
-77.0422556832019,38.9167713330899,353,P H BALANCED FILMS,1812 VERNON ST NW,33,20009-1259,PIPER HENDRICKS,,512110,004002,1
-76.9565227799009,38.8960045657421,354,NORTHEAST PERFORMING ARTS GROUP,3431 BENNING RD NE,,20019-1504,,,711100,009604,7
-76.9933570867478,38.8949765947333,355,TELEVISION INTERNET & VIDEO ASSOCIATION OF DC INC,906 D ST NE,,20002-6128,,TIVA-DC,513120,008100,6
-77.0084614874129,38.8848798885903,356,BLINO WHINO SW ARTS CLUB INC,11 D ST SE,,20003-4003,STEVE TANNER,,710000,006500,6
-77.0007789527969,38.8902915265555,357,OPERA LAFAYETTE,10 4TH ST NE,,20002-5930,RYAN C BROWN,,711130,008200,6
-76.9857300642334,38.8807897860112,358,WRITER S WAY INC,713 14TH ST SE,,20003-3014,MALCOLM SHUTE,,710000,006900,6
-77.0182143526555,38.8790274656019,359,SW ARTSFEST,400 I ST SW,,20024-4437,TREASURER,,710000,010200,6
-77.0426735614171,38.9075186236161,360,UNITED STATES SENATE PRESERVATION FOUNDATION INC,1300 CONNECTICUT AVE NW,600,20036-1743,WALTER J STEWART,, ,010700,2
-77.0360366476758,38.9255523007788,361,MEXICAN CULTURAL INSTITUTE,2829 16TH ST NW,,20009-4204,ANTONIO PRADO-NUNEZ,,712110,003700,1
-77.0418954029996,38.9082481310607,362,FOUNDRY GALLERY LTD,1314 18TH STREET NW,,20036-1869,PHELAN MEEK,,710000,010700,2
-77.0411806700609,38.9066304856711,363,DC PRESERVATION LEAGUE,1221 CONNECTICUT AVENUE NW,5A,20036-2608,,, ,010700,2
-77.0164147328343,38.9655951030869,364,ERIKA THIMEY DANCE AND THEATER COMPANY,6218 3RD ST NW,,20011-1312,SALLY CARLSON CROWELL,,711120,001902,4
-77.0228927062157,38.9561702060193,365,NEW SEWELL MUSIC CONSERVATORY INC,712 KENNEDY ST NW,,20011-3032,HARLAN COSBY JONES,,611610,002101,4
-76.9634033363539,38.9261439745585,366,PIN POINTS INC,3110 BERRY RD NE,,20018-1610,,,711110,009000,5
-76.998569041493,38.931325061027,367,DOMINICAN HOUSE OF STUDIES LIBRARY,487 MICHIGAN AVE NE,,20017-1518,SHAUNA ROYE,,514120,009201,5
-76.9958557112069,38.9236522542199,368,WILLIAM E DOAR JR PUBLIC CHARTER SCHOOL FOR THE PERFORMING ARTS,705 EDGEWOOD ST NE,,20017-3341,JULIE S DOAR-SINKFIELD,WEDJ PCS,611610,009204,5
-77.0067082821265,38.9421715899777,369,NEW HOPE SINGERS INTERNATIONAL ASSOCIATION,4301 HAREWOOD RD NE,,20017-1514,MR STEFEN DOUCETTE,,711130,009501,5
-76.9947909831942,38.8744524143935,370,NAVAL HISTORICAL FOUNDATION,1306 DAHLGREN AVE SE,,20374-5109,MICHAEL S DRUMM,,712120,007200,6
-76.9821771914998,38.930297214285,371,YOUNG MASTERS,3205 16TH ST NE,,20018-3811,JULIE THOMPSON,,710000,009301,5
-77.0613103737486,38.9127380531994,372,JACKSON ART CENTER,3048 1/2 R ST NW,,20007-2983,KAREN RUCKMAN,,813219,000100,2
-77.0747170941576,38.9302542395824,373,SIKH CULTURAL SOCIETY OF WASHINGTON D C INC,3801 MASSACHUSETTS AVE NW,,20016-5102,MRS MALDEEP KAUR,,710000,000701,3
-77.0430701046441,38.9066605228681,374,PRO MUSICA HEBRAICA,1225 19TH ST NW,700,20036-2423,CHARLES KRAUTHAMMER,,711130,010700,2
-77.0704635586689,38.9608253308329,375,MEDIA ACCESS PROJECT,3624 MILITARY RD NW,,20015-1724,ANDREW JAY SCHWARTZMAN,,510000,001402,3
-77.0203455586884,38.903776270644,376,CAPITAL FRINGE INC,607 NEW YORK AVE NW,,20001-3626,,,813219,004802,6
-76.9940002894261,38.8980200158785,377,HOLY CROSS PRAYER BAND SPIRITUAL CHURCH INC,622 9TH ST NE,,20002-5312,ETHEL ROLLINS,HOLY CROSS PBS CHURCH,711130,008402,6
-76.9997388789413,38.9261199762463,378,WASHINGTON WRITERS PUBLISHING HOUSE INC,2814 5TH ST NE,,20017-1301,ELIZABETH BRUCE,,511100,009201,5
-77.0724201724496,38.9294791688223,379,SINGING A-Z,3001 WISCONSIN AVE NW,,20016-5069,ST ALBANS EPISCOPAL CHURCH,,711130,000400,3
-77.077805991144,38.9435719895861,380,URBAN NATION INC,4200 WISCONSIN AVE NW,106 255,20016-2143,RICKY PAYTON SR,,711100,001002,3
-77.0349227390632,38.9224889088633,381,WASHINGTON CONCERT OPERA,2437 15TH ST NW,,20009-4101,,,711130,003700,1
-77.0328465907587,38.9035550620721,382,NATIONAL ASSEMBLY OF STATE ARTS AGENCIES,1029 VERMONT AVE NW,2,20005-3530,,,813920,010100,2
-77.0291081431682,38.8995676928653,383,NATIONAL CHERRY BLOSSOM FESTIVAL COMMITTEE INC,1250 H ST NW,1000,20005-3952,DIANE MAYHEW,,712120,005800,2
-77.0391630560538,38.9060149181494,384,AMERICAN PROSPECT INC,1710 RHODE ISLAND AVENUE NW,12th Floor,20036-3128,,,511100,010700,2
-77.0368814769905,38.9143482892365,385,SPOOKY ACTION THEATER COMPANY,1810 16TH ST NW,,20009-3304,,,711110,004201,2
-77.037898166047,38.9029302443855,386,WASHINGTON AREA LAWYERS FOR THE ART,1629 K ST NW,300,20006-1631,,,710000,010700,2
-77.0350301194191,38.9053913211368,387,FOUNDTN OF AMER INST FOR CNSRVTN OF HISTORIC & ATRISTIC WORKS INC,1156 15TH ST NW,320,20005-1714,ERYL WENTWORTH,,813219,010100,2
-77.0326028255552,38.9064788813209,388,WASHINGTON SINFONIETTA,5 THOMAS CIRCLE NW,13,20005-4104,MARCUS JORDAN,,711130,005201,2
-77.0403523743602,38.90351523583,389,NAVAL HISTORY & HERITAGE FOUNDATION,1050 CONNECTICUT AVE NW,10th Floor,20036-0000,,,813219,010700,2
-77.0755408509689,38.9623296027608,390,ST PETERSBURG CONSERVANCY,3813 LEGATION ST NW,,20015-2701,,,712110,001100,3
